"species","dd long","dd lat","sex"
"Prionace glauca",17.775,41.675,"M"
"Prionace glauca",17.775,41.7,"M"
"Prionace glauca",17.75,41.775,"M"
"Prionace glauca",17.7,41.825,"M"
"Prionace glauca",17.7,41.825,"M"
"Prionace glauca",17.7,41.825,"M"
"Prionace glauca",17.725,41.825,"M"
"Prionace glauca",17.725,41.825,"M"
"Prionace glauca",17.725,41.825,"M"
"Prionace glauca",17.7,41.825,"M"
"Prionace glauca",17.7,41.825,"M"
"Prionace glauca",17.675,41.85,"M"
"Prionace glauca",17.675,41.85,"M"
"Prionace glauca",17.675,41.85,"M"
"Prionace glauca",17.675,41.85,"M"
"Prionace glauca",17.675,41.85,"M"
"Prionace glauca",17.65,41.85,"M"
"Prionace glauca",17.625,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.575,41.825,"M"
"Prionace glauca",17.6,41.825,"M"
"Prionace glauca",17.6,41.825,"M"
"Prionace glauca",17.6,41.825,"M"
"Prionace glauca",17.625,41.8,"M"
"Prionace glauca",17.625,41.8,"M"
"Prionace glauca",17.625,41.8,"M"
"Prionace glauca",17.625,41.8,"M"
"Prionace glauca",17.625,41.8,"M"
"Prionace glauca",17.65,41.8,"M"
"Prionace glauca",17.675,41.75,"M"
"Prionace glauca",17.7,41.725,"M"
"Prionace glauca",17.7,41.725,"M"
"Prionace glauca",17.7,41.725,"M"
"Prionace glauca",17.7,41.7,"M"
"Prionace glauca",17.7,41.7,"M"
"Prionace glauca",17.725,41.675,"M"
"Prionace glauca",17.775,41.65,"M"
"Prionace glauca",17.8,41.625,"M"
"Prionace glauca",17.8,41.625,"M"
"Prionace glauca",17.8,41.625,"M"
"Prionace glauca",17.825,41.625,"M"
"Prionace glauca",17.825,41.625,"M"
"Prionace glauca",17.85,41.625,"M"
"Prionace glauca",17.85,41.625,"M"
"Prionace glauca",17.85,41.625,"M"
"Prionace glauca",17.875,41.625,"M"
"Prionace glauca",17.875,41.625,"M"
"Prionace glauca",17.875,41.625,"M"
"Prionace glauca",17.925,41.625,"M"
"Prionace glauca",17.95,41.6,"M"
"Prionace glauca",17.95,41.6,"M"
"Prionace glauca",17.95,41.6,"M"
"Prionace glauca",18,41.6,"M"
"Prionace glauca",18,41.6,"M"
"Prionace glauca",18.05,41.6,"M"
"Prionace glauca",18.1,41.575,"M"
"Prionace glauca",18.125,41.575,"M"
"Prionace glauca",18.125,41.575,"M"
"Prionace glauca",18.15,41.575,"M"
"Prionace glauca",18.15,41.575,"M"
"Prionace glauca",18.15,41.575,"M"
"Prionace glauca",18.15,41.55,"M"
"Prionace glauca",18.175,41.425,"M"
"Prionace glauca",18.175,41.375,"M"
"Prionace glauca",18.175,41.375,"M"
"Prionace glauca",18.175,41.375,"M"
"Prionace glauca",18.175,41.375,"M"
"Prionace glauca",18.175,41.375,"M"
"Prionace glauca",18.2,41.35,"M"
"Prionace glauca",18.2,41.3,"M"
