"fc";"rm";"tune.args";"auc.train";"cbi.train";"auc.diff.avg";"auc.diff.sd";"auc.val.avg";"auc.val.sd";"cbi.val.avg";"cbi.val.sd";"or.10p.avg";"or.10p.sd";"or.mtp.avg";"or.mtp.sd";"AICc";"delta.AICc";"w.AIC";"ncoef"
"P";2.5;"fc.P_rm.2.5";0.55485451775088;0.845;0.0191101155798738;0.0130142312159487;0.549362514879944;0.0109598819067133;0.8465;0.0148492424049175;0.0879141114117817;0.014639634094026;0.00283012825644885;8.4916671079037e-05;16532.8409239581;21.888274650355;1.16545446255196e-05;7
"H";2.5;"fc.H_rm.2.5";0.5911900067092;0.975;0.0263864359987136;0.032962814623273;0.562770439745499;0.01318704884495;0.6435;0.0332340187157678;0.103689974861096;0.0291150959572992;0.00415512465373961;0.00587623363866937;16618.7765834139;107.823934106131;2.54568086979966e-24;29
"LQ";2.5;"fc.LQ_rm.2.5";0.5536558053;0.97;0.015531058351864;0.00729320117339958;0.54901520723067;0.0113347330185877;0.7315;0.0403050865276332;0.110615182617328;0.0193213732261836;0.00277008310249307;0.00391748909244625;16536.9910629265;26.038413618764;1.46320131432863e-06;7
"LP";2.5;"fc.LP_rm.2.5";0.554856092310778;0.845;0.0188164699448647;0.0163990904951541;0.547134838065868;0.00915345582749597;0.8325;0.0275771644662754;0.0850839831553328;0.014554717422947;0.00283012825644885;8.4916671079037e-05;16536.2068229553;25.2541736475141;2.16570664252459e-06;7
"QP";2.5;"fc.QP_rm.2.5";0.554939701441399;0.826;0.0178288176683214;0.0176415281144069;0.543376646014543;0.00376521838175124;0.8365;0.0572756492761103;0.0947792740140586;0.000843505599385096;0.00560021135894192;0.00383257242136721;16531.4626394264;20.5099901186986;2.32159250180429e-05;6
"QH";2.5;"fc.QH_rm.2.5";0.582840509206373;0.983;0.0264733825793708;0.0241376537009964;0.563284973062757;0.00895900193589105;0.84;0.0282842712474619;0.109410276527949;0.0332873350629826;0.00138504155124654;0.00195874454622312;16520.011116842;9.05846753426158;0.00711954970411266;20
"LQP";2.5;"fc.LQP_rm.2.5";0.554736661942462;0.844;0.0176823792036872;0.0179091920911365;0.543457777063054;0.00390219701093474;0.849;0.0650538238691623;0.0947792740140586;0.000843505599385096;0.00560021135894192;0.00383257242136721;16533.3954559091;22.4428066013425;8.83243044265863e-06;6
"LQH";2.5;"fc.LQH_rm.2.5";0.581834759071079;0.984;0.0272805647013305;0.0235364424047224;0.561524972922046;0.0142012104374715;0.782;0.147078210486802;0.112180359630442;0.0293698459705363;0.00277008310249307;0.00391748909244625;16523.9651691732;13.0125198654205;0.000985918400458392;25
"L";3;"fc.L_rm.3";0.550825297698104;0.94;0.0154191454997233;0.00751393018596841;0.547063997086309;0.0087740634677066;0.6105;0.168998520703585;0.105075016412342;0.0271563514110761;0.00415512465373961;0.00587623363866937;16547.2552724182;36.3026231104632;8.63891718786072e-09;5
"Q";3;"fc.Q_rm.3";0.551508814150129;0.967;0.0108175986118425;0.00265285916261839;0.547635354257316;0.00526737313534745;0.7;0.0791959594928933;0.119345748002498;0.0355857462935218;0.00138504155124654;0.00195874454622312;16524.8837234676;13.931074159882;0.000622844224001987;4
"P";3;"fc.P_rm.3";0.554149744740222;0.808;0.0196071597458246;0.00973850088153285;0.55037383813392;0.0125829518411976;0.851;0.0424264068711929;0.0877940211038701;0.00663482256697543;0.00283012825644885;8.4916671079037e-05;16526.7985263931;15.8458770853613;0.000239103134283818;3
"H";3;"fc.H_rm.3";0.590211732644138;0.994;0.0251522812161181;0.0321785227600639;0.553588009657799;0.00722889384391608;0.5825;0.0487903679018717;0.119285702848542;0.0315833405299966;0.00415512465373961;0.00587623363866937;16646.0158938371;135.063244529305;3.09644132665286e-30;31
"LQ";3;"fc.LQ_rm.3";0.552540229611772;0.967;0.016085400873103;0.00657170280093094;0.54873931584506;0.0111433219776301;0.7545;0.0346482322781409;0.107845099514835;0.0232388623186298;0.00277008310249307;0.00391748909244625;16544.4007913009;33.4481419931435;3.59999593087446e-08;9
"LP";3;"fc.LP_rm.3";0.554138171724967;0.808;0.0184047785283198;0.0125966078966988;0.547817199146296;0.00951177407797414;0.8325;0.0148492424049175;0.0864089795526236;0.00859356711319856;0.00427521496165116;0.0021285778883812;16529.7834094515;18.8307601437846;5.37559013661805e-05;4
"QP";3;"fc.QP_rm.3";0.554149744740222;0.808;0.0142906724020491;0.0183005177162351;0.544763296425541;0.00523620434710393;0.873;0.0707106781186548;0.0918891006036539;0.00324381683521922;0.00704529806414424;0.00178891120406505;16526.7984862977;15.8458369899563;0.000239107927800369;3
"QH";3;"fc.QH_rm.3";0.577877102765699;0.985;0.0196389532552219;0.0150731984430498;0.561471727400536;0.00529086692175862;0.8205;0.0332340187157677;0.109290186220037;0.025282523535932;0.00138504155124654;0.00195874454622312;16515.9970876779;5.04443837012877;0.0529770638154342;17
"LQP";3;"fc.LQP_rm.3";0.554141084660779;0.808;0.0142729223852612;0.0183855444385156;0.544802213562986;0.00525977142678668;0.868;0.0806101730552664;0.0933341873088563;0.00120015561791706;0.00704529806414424;0.00178891120406505;16529.2522591086;18.2996098008734;7.01074191635703e-05;4
"LQH";3;"fc.LQH_rm.3";0.574347254384795;0.991;0.0232228298879394;0.0173757139118403;0.560140260079256;0.0117126720093483;0.9125;0.0572756492761103;0.115070533040847;0.0334571684051406;0.00277008310249307;0.00391748909244625;16521.4475126428;10.4948633350577;0.00347170760888619;17
"L";3.5;"fc.L_rm.3.5";0.550682485115292;0.958;0.0161910922635278;0.00658265107856202;0.546799231516807;0.00878910002635231;0.646;0.104651803615609;0.109230141066082;0.0212801177724067;0.00415512465373961;0.00587623363866937;16550.8941576568;39.9415083490676;1.40050744292486e-09;5
"Q";3.5;"fc.Q_rm.3.5";0.551610530719585;0.962;0.01059219825042;0.00221236985730264;0.547302199955036;0.00574647576225594;0.7235;0.0728319984622144;0.119345748002498;0.0355857462935218;0.00138504155124654;0.00195874454622312;16530.5413211344;19.5886718266593;3.67999914339884e-05;4
"P";3.5;"fc.P_rm.3.5";0.554146910532404;0.824;0.0204258836753579;0.00712889157514851;0.550925123288121;0.0141623523166938;0.8215;0.0827314933988261;0.0963444510271724;0.0108919783437378;0.00283012825644885;8.4916671079037e-05;16533.1359564694;22.1833071616056;1.00561053234923e-05;3
"H";3.5;"fc.H_rm.3.5";0.588391698857232;0.993;0.0253054927411892;0.0229817440012031;0.547456415318859;0.00550884483731161;0.6055;0.00636396103067893;0.113805581797512;0.0434207244784143;0.00415512465373961;0.00587623363866937;16667.2707015362;156.318052228424;7.50654351138563e-35;30
"LQ";3.5;"fc.LQ_rm.3.5";0.551782157748543;0.969;0.0161567973946864;0.0066311513471973;0.548346118273676;0.0109767282573724;0.7505;0.0431335136523794;0.107845099514835;0.0232388623186298;0.00277008310249307;0.00391748909244625;16550.2532449717;39.3005956639317;1.92955802239062e-09;7
"LP";3.5;"fc.LP_rm.3.5";0.554158562275655;0.803;0.0188732495080626;0.00933500920679097;0.548499888904381;0.0107472232146259;0.8125;0.0629325035256027;0.0949594094759259;0.012850722889961;0.00283012825644885;8.4916671079037e-05;16535.1632093784;24.21056007062;3.64936613336805e-06;3
"QP";3.5;"fc.QP_rm.3.5";0.554146910532404;0.824;0.0144648813411203;0.01553760644247;0.545904658571474;0.00705453466327584;0.8415;0.0883883476483184;0.097729492578419;0.00893323379751471;0.00560021135894192;0.00383257242136721;16533.1359855086;22.1833362008547;1.00559593136788e-05;3
